BU,TransCt,Ave Mo TransCt,Earliest Date,First module,Latest Date,Last module,Month Start,Month End,Months Active,Days Active,Month Last Active,Days Last Active,ActivePastMonths,ActiveLast3Mos,ActiveLast6Mos,ActiveLast9Mos,ActiveLast12Mos,NotActive,isAM,isWeekend,Plug Ct,BrandID
B638,184,184,12/06/2019, add_plug,30/06/2019, weekly_consumption,6,6,1,19,1,0,1,0,0,0,0,0,0,0,1,B
B639,19,19,12/06/2019, add_plug,14/06/2019, set_ssid,6,6,1,3,1,16,1,0,0,0,0,0,0,0,1,B
B64,2,2,08/12/2018, login,08/12/2018, registration,12,12,1,1,7,204,0,0,0,0,0,1,0,1,0,B
B642,14,14,13/06/2019, login,19/06/2019, olark_chat,6,6,1,7,1,11,1,0,0,0,0,0,1,0,0,B
B644,61,61,13/06/2019, add_plug,25/06/2019, set_ssid,6,6,1,13,1,5,1,0,0,0,0,0,0,0,1,B
B645,11,11,17/06/2019, add_plug,17/06/2019, registration,6,6,1,1,1,13,1,0,0,0,0,0,0,0,0,B
B646,48,48,17/06/2019, add_plug,30/06/2019, update_profile,6,6,1,14,1,0,1,0,0,0,0,0,0,0,1,B
B647,1,1,17/06/2019, registration,17/06/2019, registration,6,6,1,1,1,13,1,0,0,0,0,0,0,0,0,B
B648,5,5,17/06/2019, login,18/06/2019, update_profile,6,6,1,2,1,12,1,0,0,0,0,0,0,0,0,B
B66,2,1,09/12/2018, login,17/01/2019, logout,12,1,2,40,6,164,0,0,0,0,0,1,0,0,0,B
B67,1761,251.5714286,12/12/2018, add_plug,29/06/2019, yearly_consumption,12,6,7,200,1,1,7,1,1,0,0,0,0,0,1,B
B68,2,2,13/12/2018, login,13/12/2018, registration,12,12,1,1,7,199,0,0,0,0,0,1,0,0,0,B
B69,272,38.85714286,13/12/2018, add_plug,28/06/2019, yearly_consumption,12,6,7,198,1,2,1,0,0,0,0,0,1,0,3,B
B696,36,36,22/06/2019, add_plug,29/06/2019, set_ssid,6,6,1,8,1,1,1,0,0,0,0,0,0,0,1,B
B697,2,2,23/06/2019, logout,23/06/2019, registration,6,6,1,1,1,7,1,0,0,0,0,0,0,1,0,B
B70,1,1,15/12/2018, registration,15/12/2018, registration,12,12,1,1,7,197,0,0,0,0,0,1,1,1,0,B
B700,27,27,23/06/2019, add_plug,30/06/2019, yearly_consumption,6,6,1,8,1,0,1,0,0,0,0,0,0,0,1,B
B701,2,2,23/06/2019, olark_chat,26/06/2019, registration,6,6,1,4,1,4,1,0,0,0,0,0,0,0,0,B
B705,46,46,25/06/2019, add_plug,29/06/2019, set_ssid,6,6,1,5,1,1,1,0,0,0,0,0,0,1,1,B
B708,52,52,26/06/2019, add_plug,30/06/2019, set_ssid,6,6,1,5,1,0,1,0,0,0,0,0,0,0,1,B
B709,1,1,27/06/2019, registration,27/06/2019, registration,6,6,1,1,1,3,1,0,0,0,0,0,1,0,0,B
B71,726,103.7142857,17/12/2018, add_plug,21/06/2019, yearly_consumption,12,6,7,187,1,9,7,1,1,0,0,0,0,0,1,B
B710,195,195,27/06/2019, add_plug,30/06/2019, yearly_consumption,6,6,1,4,1,0,1,0,0,0,0,0,0,0,1,B
B711,100,100,28/06/2019, add_plug,30/06/2019, yearly_consumption,6,6,1,3,1,0,1,0,0,0,0,0,0,1,1,B
B712,1,1,28/06/2019, registration,28/06/2019, registration,6,6,1,1,1,2,1,0,0,0,0,0,1,0,0,B
B713,1,1,29/06/2019, registration,29/06/2019, registration,6,6,1,1,1,1,1,0,0,0,0,0,1,1,0,B
B716,1,1,29/06/2019, registration,29/06/2019, registration,6,6,1,1,1,1,1,0,0,0,0,0,1,1,0,B
B718,2,2,29/06/2019, logout,30/06/2019, registration,6,6,1,2,1,0,1,0,0,0,0,0,1,1,0,B
B719,1,1,29/06/2019, registration,29/06/2019, registration,6,6,1,1,1,1,1,0,0,0,0,0,0,1,0,B
B722,2,2,30/06/2019, login,30/06/2019, registration,6,6,1,1,1,0,1,0,0,0,0,0,1,1,0,B
B723,7,7,30/06/2019, add_plug,30/06/2019, set_ssid,6,6,1,1,1,0,1,0,0,0,0,0,1,1,1,B
B724,47,47,30/06/2019, add_plug,30/06/2019, yearly_consumption,6,6,1,1,1,0,1,0,0,0,0,0,0,1,4,B
B728,2,2,30/06/2019, olark_chat,30/06/2019, registration,6,6,1,1,1,0,1,0,0,0,0,0,0,1,0,B
B74,73,24.33333333,18/12/2018, add_plug,06/02/2019, set_ssid,12,2,3,51,5,144,0,0,0,0,0,1,0,0,2,B
B75,181,25.85714286,18/12/2018, add_plug,30/06/2019, weekly_consumption,12,6,7,195,1,0,7,1,1,0,0,0,1,0,1,B
B76,1,1,19/12/2018, registration,19/12/2018, registration,12,12,1,1,7,193,0,0,0,0,0,1,1,0,0,B
B77,7,3.5,19/12/2018, login,03/01/2019, registration,12,1,2,16,6,178,0,0,0,0,0,1,0,0,0,B
B79,6,2,19/12/2018, add_plug,05/02/2019, set_ssid,12,2,3,49,5,145,0,0,0,0,0,1,0,0,0,B
B81,33,11,20/12/2018, add_plug,13/02/2019, set_ssid,12,2,3,56,5,137,0,0,0,0,0,1,0,0,1,B
B82,29,9.666666667,26/12/2018, add_plug,12/02/2019, yearly_consumption,12,2,3,49,5,138,0,0,0,0,0,1,1,0,0,B
B83,1,1,26/12/2018, registration,26/12/2018, registration,12,12,1,1,7,186,0,0,0,0,0,1,1,0,0,B
B84,4,4,01/01/2019, add_plug,01/01/2019, set_ssid,1,1,1,1,6,180,0,0,0,0,0,1,1,0,0,B
B85,6,6,03/01/2019, login,03/01/2019, registration,1,1,1,1,6,178,0,0,0,0,0,1,0,0,0,B
B87,37,37,05/01/2019, add_plug,12/01/2019, update_profile,1,1,1,8,6,169,0,0,0,0,0,1,1,1,1,B
B88,2,2,06/01/2019, login,06/01/2019, olark_chat,1,1,1,1,6,175,0,0,0,0,0,1,0,1,0,B
B91,11,5.5,12/12/2018, add_plug,09/01/2019, set_ssid,12,1,2,29,6,172,0,0,0,0,0,1,0,0,0,B
B94,1,1,11/01/2019, registration,11/01/2019, registration,1,1,1,1,6,170,0,0,0,0,0,1,0,0,0,B
B95,22,22,22/01/2019, add_plug,22/01/2019, set_ssid,1,1,1,1,6,159,0,0,0,0,0,1,0,0,1,B
B97,769,128.1666667,25/01/2019, add_plug,30/06/2019, yearly_consumption,1,6,6,157,1,0,6,1,1,0,0,0,0,0,1,B
B99,1,1,27/01/2019, registration,27/01/2019, registration,1,1,1,1,6,154,0,0,0,0,0,1,1,1,0,B
S1000,1,1,22/07/2018, registration,22/07/2018, registration,7,7,1,1,12,343,0,0,0,0,0,1,1,1,0,S
S1001,4,4,22/07/2018, login,22/07/2018, registration,7,7,1,1,12,343,0,0,0,0,0,1,1,1,0,S
S1003,2,2,22/07/2018, olark_chat,22/07/2018, registration,7,7,1,1,12,343,0,0,0,0,0,1,0,1,0,S
S1004,1,1,22/07/2018, registration,22/07/2018, registration,7,7,1,1,12,343,0,0,0,0,0,1,0,1,0,S
S1005,30,7.5,23/07/2018, add_plug,23/10/2018, update_profile,7,10,4,93,9,250,0,0,0,0,0,1,1,0,0,S
S1006,1,1,23/07/2018, registration,23/07/2018, registration,7,7,1,1,12,342,0,0,0,0,0,1,1,0,0,S
S1007,1,1,23/07/2018, registration,23/07/2018, registration,7,7,1,1,12,342,0,0,0,0,0,1,0,0,0,S
S1009,1,1,23/07/2018, registration,23/07/2018, registration,7,7,1,1,12,342,0,0,0,0,0,1,0,0,0,S
S1010,2,2,23/07/2018, olark_chat,23/07/2018, registration,7,7,1,1,12,342,0,0,0,0,0,1,0,0,0,S
S1011,2,2,24/07/2018, login,24/07/2018, registration,7,7,1,1,12,341,0,0,0,0,0,1,0,0,0,S
S1013,47,11.75,24/07/2018, add_plug,05/10/2018, set_schedule,7,10,4,74,9,268,0,0,0,0,0,1,0,0,1,S
S1014,1,1,24/07/2018, registration,24/07/2018, registration,7,7,1,1,12,341,0,0,0,0,0,1,0,0,0,S
S1017,1,1,24/07/2018, registration,24/07/2018, registration,7,7,1,1,12,341,0,0,0,0,0,1,0,0,0,S
S1018,1,1,25/07/2018, registration,25/07/2018, registration,7,7,1,1,12,340,0,0,0,0,0,1,1,0,0,S
S1022,3,3,25/07/2018, login,26/07/2018, registration,7,7,1,2,12,339,0,0,0,0,0,1,1,0,0,S
S1023,2,2,25/07/2018, login,25/07/2018, registration,7,7,1,1,12,340,0,0,0,0,0,1,0,0,0,S
S1024,1,1,25/07/2018, registration,25/07/2018, registration,7,7,1,1,12,340,0,0,0,0,0,1,0,0,0,S
S1025,8,2,25/07/2018, login,01/10/2018, registration,7,10,4,69,9,272,0,0,0,0,0,1,0,0,0,S
S1026,126,11.45454545,25/07/2018, add_plug,23/05/2019, weekly_consumption,7,5,11,303,2,38,0,0,0,0,0,1,0,0,1,S
S1027,1,1,25/07/2018, registration,25/07/2018, registration,7,7,1,1,12,340,0,0,0,0,0,1,0,0,0,S
S1028,2,2,25/07/2018, login,26/07/2018, registration,7,7,1,2,12,339,0,0,0,0,0,1,1,0,0,S
S1029,3,0.75,26/07/2018, login,14/10/2018, registration,7,10,4,81,9,259,0,0,0,0,0,1,1,0,0,S
S1030,3,3,26/07/2018, login,26/07/2018, registration,7,7,1,1,12,339,0,0,0,0,0,1,1,0,0,S
S1031,80,20,26/07/2018, add_plug,27/10/2018, set_ssid,7,10,4,94,9,246,0,0,0,0,0,1,1,0,0,S
S1032,1,1,26/07/2018, registration,26/07/2018, registration,7,7,1,1,12,339,0,0,0,0,0,1,1,0,0,S
S1033,6,6,26/07/2018, add_plug,28/07/2018, registration,7,7,1,3,12,337,0,0,0,0,0,1,0,0,0,S
S1034,1,1,26/07/2018, registration,26/07/2018, registration,7,7,1,1,12,339,0,0,0,0,0,1,0,0,0,S
S1035,1,1,27/07/2018, registration,27/07/2018, registration,7,7,1,1,12,338,0,0,0,0,0,1,1,0,0,S
S1036,4,1.333333333,27/07/2018, logout,14/09/2018, registration,7,9,3,50,10,289,0,0,0,0,0,1,0,0,0,S
S1037,213,23.66666667,27/07/2018, add_plug,30/03/2019, set_schedule,7,3,9,247,4,92,0,0,0,0,0,1,0,0,0,S
S1038,3,3,27/07/2018, login,27/07/2018, registration,7,7,1,1,12,338,0,0,0,0,0,1,0,0,0,S
S1041,1,1,27/07/2018, registration,27/07/2018, registration,7,7,1,1,12,338,0,0,0,0,0,1,0,0,0,S
S1042,207,18.81818182,28/07/2018, add_plug,13/05/2019, set_consumption_alert,7,5,11,290,2,48,0,0,0,0,0,1,0,1,1,S
S1043,3,3,28/07/2018, logout,28/07/2018, registration,7,7,1,1,12,337,0,0,0,0,0,1,1,1,0,S
S1044,308,44,28/07/2018, add_plug,07/01/2019, yearly_consumption,7,1,7,164,6,174,0,0,0,0,0,1,0,0,1,S
S1045,285,28.5,28/07/2018, add_plug,28/04/2019, yearly_consumption,7,4,10,275,3,63,0,0,0,0,0,1,0,0,1,S
S1046,5,0.454545455,28/07/2018, add_plug,08/05/2019, registration,7,5,11,285,2,53,0,0,0,0,0,1,0,0,0,S
S1047,1,1,28/07/2018, registration,28/07/2018, registration,7,7,1,1,12,337,0,0,0,0,0,1,1,1,0,S
S1048,66,6.6,28/07/2018, add_plug,03/04/2019, weekly_consumption,7,4,10,250,3,88,0,0,0,0,0,1,0,0,1,S
S1049,13,4.333333333,28/07/2018, add_plug,10/09/2018, set_consumption_alert,7,9,3,45,10,293,0,0,0,0,0,1,0,0,1,S
S1050,94,31.33333333,28/07/2018, add_plug,02/09/2018, yearly_consumption,7,9,3,37,10,301,0,0,0,0,0,1,0,1,1,S
S1051,8,4,28/07/2018, add_plug,08/08/2018, registration,7,8,2,12,11,326,0,0,0,0,0,1,0,1,0,S
S1052,11,11,28/07/2018, login,28/07/2018, update_profile,7,7,1,1,12,337,0,0,0,0,0,1,0,1,0,S
S1053,1236,123.6,28/07/2018, add_plug,21/04/2019, update_profile,7,4,10,268,3,70,0,0,0,0,0,1,0,0,1,S
S1054,2,2,28/07/2018, login,28/07/2018, registration,7,7,1,1,12,337,0,0,0,0,0,1,0,1,0,S
S1055,1,1,28/07/2018, registration,28/07/2018, registration,7,7,1,1,12,337,0,0,0,0,0,1,0,1,0,S
S1056,42,10.5,29/07/2018, login,16/10/2018, registration,7,10,4,80,9,257,0,0,0,0,0,1,0,0,1,S
S1057,1,1,29/07/2018, registration,29/07/2018, registration,7,7,1,1,12,336,0,0,0,0,0,1,1,1,0,S
S1058,443,40.27272727,29/07/2018, add_plug,17/05/2019, update_profile,7,5,11,293,2,44,0,0,0,0,0,1,0,0,1,S
S1059,2,2,29/07/2018, olark_chat,29/07/2018, registration,7,7,1,1,12,336,0,0,0,0,0,1,0,1,0,S
S1060,943,78.58333333,29/07/2018, add_plug,29/06/2019, update_profile,7,6,12,336,1,1,12,1,1,1,1,0,0,0,1,S
S1061,75,6.818181818,29/07/2018, add_plug,03/05/2019, set_ssid,7,5,11,279,2,58,0,0,0,0,0,1,0,1,1,S
S1062,2,2,30/07/2018, olark_chat,30/07/2018, registration,7,7,1,1,12,335,0,0,0,0,0,1,0,0,0,S
S1063,12,6,30/07/2018, login,14/08/2018, update_profile,7,8,2,16,11,320,0,0,0,0,0,1,0,0,0,S
S1064,7,7,30/07/2018, forgot_password,30/07/2018, registration,7,7,1,1,12,335,0,0,0,0,0,1,0,0,0,S
S1067,1,1,30/07/2018, registration,30/07/2018, registration,7,7,1,1,12,335,0,0,0,0,0,1,0,0,0,S
S1068,73,18.25,30/07/2018, daily_consumption,09/10/2018, weekly_consumption,7,10,4,72,9,264,0,0,0,0,0,1,0,0,1,S
S1069,25,2.272727273,30/07/2018, add_plug,27/05/2019, set_ssid,7,5,11,302,2,34,0,0,0,0,0,1,0,0,0,S
S1072,50,5.555555556,04/08/2018, add_plug,27/04/2019, set_ssid,8,4,9,267,3,64,0,0,0,0,0,1,0,0,1,S
S1073,13,3.25,05/08/2018, add_plug,05/11/2018, yearly_consumption,8,11,4,93,8,237,0,0,0,0,0,1,0,0,1,S
S1076,120,13.33333333,24/08/2018, add_plug,11/04/2019, set_ssid,8,4,9,231,3,80,0,0,0,0,0,1,0,0,2,S
S1081,114,10.36363636,04/08/2018, add_plug,03/06/2019, weekly_consumption,8,6,11,304,1,27,5,1,0,0,0,0,1,0,1,S
S1088,29,9.666666667,03/08/2018, daily_consumption,18/10/2018, set_schedule,8,10,3,77,9,255,0,0,0,0,0,1,0,0,1,S
S1089,12,12,03/08/2018, login,04/08/2018, olark_chat,8,8,1,2,11,330,0,0,0,0,0,1,0,1,0,S
S1090,252,252,09/08/2018, add_plug,15/08/2018, update_profile,8,8,1,7,11,319,0,0,0,0,0,1,0,0,1,S
S1092,2,2,04/08/2018, login,04/08/2018, login,8,8,1,1,11,330,0,0,0,0,0,1,0,1,0,S
S1095,2,2,07/08/2018, olark_chat,07/08/2018, olark_chat,8,8,1,1,11,327,0,0,0,0,0,1,0,0,0,S
S1096,93,8.454545455,04/08/2018, add_plug,25/06/2019, weekly_consumption,8,6,11,326,1,5,2,0,0,0,0,0,0,0,1,S
S1098,47,11.75,03/08/2018, daily_consumption,28/11/2018, set_schedule,8,11,4,118,8,214,0,0,0,0,0,1,0,0,1,S
S1100,412,45.77777778,03/08/2018, daily_consumption,24/04/2019, set_schedule,8,4,9,265,3,67,0,0,0,0,0,1,1,0,1,S
S1104,21,3,06/10/2018, add_plug,04/04/2019, set_ssid,10,4,7,181,3,87,0,0,0,0,0,1,0,1,1,S
S1106,112,112,03/08/2018, add_plug,31/08/2018, set_schedule,8,8,1,29,11,303,0,0,0,0,0,1,0,0,1,S
S1107,37,4.111111111,03/08/2018, add_plug,04/04/2019, registration,8,4,9,245,3,87,0,0,0,0,0,1,1,0,0,S
S1108,1,1,03/08/2018, registration,03/08/2018, registration,8,8,1,1,11,331,0,0,0,0,0,1,1,0,0,S
S1109,1,1,03/08/2018, registration,03/08/2018, registration,8,8,1,1,11,331,0,0,0,0,0,1,1,0,0,S
S1110,5,2.5,03/08/2018, login,26/09/2018, registration,8,9,2,55,10,277,0,0,0,0,0,1,0,0,0,S
S1111,3,3,03/08/2018, login,03/08/2018, registration,8,8,1,1,11,331,0,0,0,0,0,1,0,0,0,S
S1112,3,1.5,03/08/2018, login,15/09/2018, registration,8,9,2,44,10,288,0,0,0,0,0,1,0,0,0,S
S1113,14,3.5,03/08/2018, add_plug,25/11/2018, registration,8,11,4,115,8,217,0,0,0,0,0,1,0,1,0,S
S1114,56,18.66666667,03/08/2018, add_plug,13/10/2018, set_schedule,8,10,3,72,9,260,0,0,0,0,0,1,0,0,1,S
S1115,8,1,03/08/2018, login,14/03/2019, registration,8,3,8,224,4,108,0,0,0,0,0,1,0,0,0,S
S1116,3,0.3,03/08/2018, login,22/05/2019, registration,8,5,10,293,2,39,0,0,0,0,0,1,0,0,0,S
S1117,1,1,03/08/2018, registration,03/08/2018, registration,8,8,1,1,11,331,0,0,0,0,0,1,0,0,0,S
S1118,1,1,03/08/2018, registration,03/08/2018, registration,8,8,1,1,11,331,0,0,0,0,0,1,0,0,0,S
S1120,2,2,03/08/2018, olark_chat,03/08/2018, registration,8,8,1,1,11,331,0,0,0,0,0,1,0,0,0,S
S1121,1,1,03/08/2018, registration,03/08/2018, registration,8,8,1,1,11,331,0,0,0,0,0,1,0,0,0,S
S1122,1,1,03/08/2018, registration,03/08/2018, registration,8,8,1,1,11,331,0,0,0,0,0,1,0,0,0,S
S1126,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1127,3,3,04/08/2018, login,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1128,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1134,2,2,04/08/2018, login,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1135,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1136,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1139,13,13,04/08/2018, add_plug,22/08/2018, registration,8,8,1,19,11,312,0,0,0,0,0,1,1,1,0,S
S1142,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1143,4,1.333333333,04/08/2018, login,02/10/2018, registration,8,10,3,60,9,271,0,0,0,0,0,1,1,0,0,S
S1144,3,1.5,04/08/2018, login,27/09/2018, registration,8,9,2,55,10,276,0,0,0,0,0,1,0,1,0,S
S1145,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1146,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1147,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1150,3,3,04/08/2018, login,04/08/2018, update_profile,8,8,1,1,11,330,0,0,0,0,0,1,0,1,0,S
S1151,28,28,04/08/2018, add_plug,05/08/2018, registration,8,8,1,2,11,329,0,0,0,0,0,1,0,1,1,S
S1154,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1155,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1156,28,2.8,04/08/2018, add_plug,08/05/2019, update_profile,8,5,10,278,2,53,0,0,0,0,0,1,0,1,1,S
S1157,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1160,2,0.666666667,04/08/2018, login,08/10/2018, registration,8,10,3,66,9,265,0,0,0,0,0,1,0,0,0,S
S1163,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1164,13,1.857142857,04/08/2018, add_plug,11/02/2019, set_consumption_alert,8,2,7,192,5,139,0,0,0,0,0,1,1,1,1,S
S1165,16,2.285714286,04/08/2018, logout,12/02/2019, registration,8,2,7,193,5,138,0,0,0,0,0,1,0,0,0,S
S1166,2,2,04/08/2018, olark_chat,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,0,1,0,S
S1167,4,4,04/08/2018, login,05/08/2018, registration,8,8,1,2,11,329,0,0,0,0,0,1,0,1,0,S
S1169,4,4,04/08/2018, login,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,0,1,0,S
S1170,3,3,04/08/2018, login,05/08/2018, registration,8,8,1,2,11,329,0,0,0,0,0,1,0,1,0,S
S1171,9,4.5,04/08/2018, add_plug,03/09/2018, set_maintenance_alert,8,9,2,31,10,300,0,0,0,0,0,1,0,1,1,S
S1172,64,10.66666667,04/08/2018, add_plug,02/01/2019, yearly_consumption,8,1,6,152,6,179,0,0,0,0,0,1,0,1,1,S
S1173,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,1,1,0,S
S1174,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,0,1,0,S
S1175,2,2,04/08/2018, olark_chat,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,0,1,0,S
S1176,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,0,1,0,S
S1177,1,1,04/08/2018, registration,04/08/2018, registration,8,8,1,1,11,330,0,0,0,0,0,1,0,1,0,S
S1179,3,1.5,04/08/2018, logout,16/09/2018, registration,8,9,2,44,10,287,0,0,0,0,0,1,0,1,0,S
S1180,5,0.5,05/08/2018, login,25/05/2019, registration,8,5,10,294,2,36,0,0,0,0,0,1,1,1,0,S
S1181,1,1,05/08/2018, registration,05/08/2018, registration,8,8,1,1,11,329,0,0,0,0,0,1,1,1,0,S
S1182,2,2,05/08/2018, login,05/08/2018, registration,8,8,1,1,11,329,0,0,0,0,0,1,1,1,0,S
S1183,2,2,05/08/2018, login,05/08/2018, registration,8,8,1,1,11,329,0,0,0,0,0,1,0,1,0,S
S1184,3,1,05/08/2018, login,17/10/2018, registration,8,10,3,74,9,256,0,0,0,0,0,1,1,1,0,S
S1185,4,4,05/08/2018, login,05/08/2018, registration,8,8,1,1,11,329,0,0,0,0,0,1,0,1,0,S
S1189,1,1,05/08/2018, registration,05/08/2018, registration,8,8,1,1,11,329,0,0,0,0,0,1,1,1,0,S
S1190,4,4,05/08/2018, add_plug,05/08/2018, registration,8,8,1,1,11,329,0,0,0,0,0,1,0,1,0,S
S1191,1,1,05/08/2018, registration,05/08/2018, registration,8,8,1,1,11,329,0,0,0,0,0,1,1,1,0,S
S1194,1,1,05/08/2018, registration,05/08/2018, registration,8,8,1,1,11,329,0,0,0,0,0,1,1,1,0,S
S1195,1,1,05/08/2018, registration,05/08/2018, registration,8,8,1,1,11,329,0,0,0,0,0,1,1,1,0,S
S1196,1,1,05/08/2018, registration,05/08/2018, registration,8,8,1,1,11,329,0,0,0,0,0,1,1,1,0,S
S1197,5,2.5,05/08/2018, login,27/09/2018, registration,8,9,2,54,10,276,0,0,0,0,0,1,1,1,0,S
S1200,70,70,05/08/2018, add_plug,08/08/2018, yearly_consumption,8,8,1,4,11,326,0,0,0,0,0,1,0,1,1,S
S1201,167,167,05/08/2018, add_plug,27/08/2018, weekly_consumption,8,8,1,23,11,307,0,0,0,0,0,1,1,0,1,S
S1202,1,1,05/08/2018, registration,05/08/2018, registration,8,8,1,1,11,329,0,0,0,0,0,1,0,1,0,S
S1203,1,1,05/08/2018, registration,05/08/2018, registration,8,8,1,1,11,329,0,0,0,0,0,1,0,1,0,S
S1204,13,4.333333333,06/08/2018, login,17/10/2018, registration,8,10,3,73,9,256,0,0,0,0,0,1,1,0,0,S
S1205,1,1,06/08/2018, registration,06/08/2018, registration,8,8,1,1,11,328,0,0,0,0,0,1,1,0,0,S
S1206,1,1,06/08/2018, registration,06/08/2018, registration,8,8,1,1,11,328,0,0,0,0,0,1,1,0,0,S
S1207,3,0.375,06/08/2018, login,11/03/2019, registration,8,3,8,218,4,111,0,0,0,0,0,1,0,0,0,S
S1208,1,1,06/08/2018, registration,06/08/2018, registration,8,8,1,1,11,328,0,0,0,0,0,1,1,0,0,S
S1209,5,0.454545455,06/08/2018, login,24/06/2019, registration,8,6,11,323,1,6,1,0,0,0,0,0,0,0,0,S
S1211,4,1,06/08/2018, login,09/11/2018, registration,8,11,4,96,8,233,0,0,0,0,0,1,0,0,0,S
S1212,1,1,06/08/2018, registration,06/08/2018, registration,8,8,1,1,11,328,0,0,0,0,0,1,1,0,0,S
S1213,121,121,06/08/2018, add_plug,07/08/2018, set_maintenance_alert,8,8,1,2,11,327,0,0,0,0,0,1,0,0,2,S
S1215,4,4,06/08/2018, login,06/08/2018, registration,8,8,1,1,11,328,0,0,0,0,0,1,0,0,0,S
S1216,7,7,06/08/2018, logout,06/08/2018, registration,8,8,1,1,11,328,0,0,0,0,0,1,0,0,0,S
S1217,2,2,06/08/2018, login,06/08/2018, registration,8,8,1,1,11,328,0,0,0,0,0,1,0,0,0,S
S1218,1,1,06/08/2018, registration,06/08/2018, registration,8,8,1,1,11,328,0,0,0,0,0,1,1,0,0,S
S1219,1,1,06/08/2018, registration,06/08/2018, registration,8,8,1,1,11,328,0,0,0,0,0,1,1,0,0,S
S1220,773,77.3,06/08/2018, add_plug,09/05/2019, yearly_consumption,8,5,10,277,2,52,0,0,0,0,0,1,0,0,1,S
S1221,272,24.72727273,06/08/2018, add_plug,25/06/2019, yearly_consumption,8,6,11,324,1,5,1,0,0,0,0,0,0,0,1,S
S1222,13,13,06/08/2018, login,12/08/2018, registration,8,8,1,7,11,322,0,0,0,0,0,1,0,1,0,S
S1223,1,1,06/08/2018, registration,06/08/2018, registration,8,8,1,1,11,328,0,0,0,0,0,1,0,0,0,S
S1226,19,19,07/08/2018, add_plug,09/08/2018, registration,8,8,1,3,11,325,0,0,0,0,0,1,1,0,1,S
S1227,1,1,07/08/2018, registration,07/08/2018, registration,8,8,1,1,11,327,0,0,0,0,0,1,1,0,0,S
S1228,138,17.25,07/08/2018, add_plug,03/03/2019, set_consumption_alert,8,3,8,209,4,119,0,0,0,0,0,1,0,1,1,S
S1229,2,2,07/08/2018, login,07/08/2018, registration,8,8,1,1,11,327,0,0,0,0,0,1,0,0,0,S
S1230,1,1,07/08/2018, registration,07/08/2018, registration,8,8,1,1,11,327,0,0,0,0,0,1,1,0,0,S
S1231,99,9,07/08/2018, add_plug,27/06/2019, weekly_consumption,8,6,11,325,1,3,1,0,0,0,0,0,0,0,1,S
S1232,3,3,07/08/2018, login,07/08/2018, registration,8,8,1,1,11,327,0,0,0,0,0,1,0,0,0,S
S1238,1,1,07/08/2018, registration,07/08/2018, registration,8,8,1,1,11,327,0,0,0,0,0,1,1,0,0,S
S1241,1,1,07/08/2018, registration,07/08/2018, registration,8,8,1,1,11,327,0,0,0,0,0,1,0,0,0,S
S1242,1,1,07/08/2018, registration,07/08/2018, registration,8,8,1,1,11,327,0,0,0,0,0,1,0,0,0,S
S1243,1,1,07/08/2018, registration,07/08/2018, registration,8,8,1,1,11,327,0,0,0,0,0,1,0,0,0,S
S1244,59,6.555555556,07/08/2018, add_plug,11/04/2019, yearly_consumption,8,4,9,248,3,80,0,0,0,0,0,1,0,0,1,S
S1245,124,31,07/08/2018, add_plug,30/11/2018, registration,8,11,4,116,8,212,0,0,0,0,0,1,0,0,0,S
S1246,1,1,07/08/2018, registration,07/08/2018, registration,8,8,1,1,11,327,0,0,0,0,0,1,0,0,0,S
